freq_hz,psd_real
0.000000,0.000000
0.625000,0.000000
1.250000,0.000000
1.875000,0.000000
2.500000,0.000000
3.125000,0.000000
3.750000,0.000000
4.375000,0.000000
5.000000,0.000000
5.625000,0.000000
6.250000,0.000000
6.875000,0.000000
7.500000,0.000000
8.125000,0.000000
8.750000,0.000000
9.375000,0.000000
10.000000,0.000000
10.625000,0.000000
11.250000,0.000000
11.875000,0.000000
12.500000,0.000000
13.125000,0.000000
13.750000,0.000000
14.375000,0.000000
15.000000,0.000000
15.625000,0.000000
16.250000,0.000000
16.875000,0.000000
17.500000,0.000000
18.125000,0.000000
18.750000,0.000000
19.375000,0.000000
20.000000,0.000000
20.625000,0.000000
21.250000,0.000000
21.875000,0.000000
22.500000,0.000000
23.125000,0.000000
23.750000,0.000000
24.375000,0.000000
25.000000,0.000000
25.625000,0.000000
26.250000,0.000000
26.875000,0.000000
27.500000,0.000000
28.125000,0.000000
28.750000,0.000000
29.375000,0.000000
30.000000,0.000000
30.625000,0.000000
31.250000,0.000000
31.875000,0.000000
32.500000,0.000000
33.125000,0.000000
33.750000,0.000000
34.375000,0.000000
35.000000,0.000000
35.625000,0.000000
36.250000,0.000000
36.875000,0.000000
37.500000,0.000001
38.125000,0.000001
38.750000,0.000001
39.375000,0.000001
40.000000,0.000000
40.625000,0.000001
41.250000,0.000001
41.875000,0.000001
42.500000,0.000001
43.125000,0.000001
43.750000,0.000003
44.375000,0.000002
45.000000,0.000001
45.625000,0.000007
46.250000,0.000017
46.875000,0.000008
47.500000,0.000002
48.125000,0.000006
48.750000,0.000035
49.375000,0.000044
50.000000,0.000017
50.625000,0.000006
51.250000,0.000003
51.875000,0.000003
52.500000,0.000006
53.125000,0.000008
53.750000,0.000011
54.375000,0.000086
55.000000,0.000152
55.625000,0.000041
56.250000,0.000007
56.875000,0.000012
57.500000,0.000059
58.125000,0.000145
58.750000,0.000154
59.375000,0.000053
60.000000,0.000021
60.625000,0.000020
61.250000,0.000018
61.875000,0.000018
62.500000,0.000018
63.125000,0.000022
63.750000,0.000024
64.375000,0.000040
65.000000,0.000096
65.625000,0.000125
66.250000,0.000085
66.875000,0.000035
67.500000,0.000026
68.125000,0.000027
68.750000,0.000028
69.375000,0.000031
70.000000,0.000034
70.625000,0.000047
71.250000,0.000040
71.875000,0.000030
72.500000,0.000075
73.125000,0.000220
73.750000,0.000338
74.375000,0.000099
75.000000,0.000045
75.625000,0.000028
76.250000,0.000040
76.875000,0.000039
77.500000,0.000040
78.125000,0.000043
78.750000,0.000042
79.375000,0.000044
80.000000,0.000048
80.625000,0.000032
81.250000,0.000037
81.875000,0.000060
82.500000,0.000079
83.125000,0.000085
83.750000,0.000062
84.375000,0.000055
85.000000,0.000068
85.625000,0.000061
86.250000,0.000102
86.875000,0.000340
87.500000,0.000825
88.125000,0.000340
88.750000,0.000125
89.375000,0.000089
90.000000,0.000071
90.625000,0.000051
91.250000,0.000092
91.875000,0.000433
92.500000,0.000838
93.125000,0.000268
93.750000,0.000119
94.375000,0.000077
95.000000,0.000088
95.625000,0.000130
96.250000,0.000131
96.875000,0.000222
97.500000,0.001413
98.125000,0.004035
98.750000,0.002390
99.375000,0.000470
100.000000,0.000335
100.625000,0.000271
101.250000,0.000163
101.875000,0.000112
102.500000,0.000093
103.125000,0.000088
103.750000,0.000117
104.375000,0.000147
105.000000,0.000151
